k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
5.0,75.0,40.0,5.0792,74.798,39.938599999999994,-0.3939306,0.0,0.33122201,50.10385464,30.36159064,0.06935201,1.07516278,0.42386664
5.0,77.0,41.0,5.047199999999998,76.95760000000001,41.0024,-0.39470594,0.0,0.41234793,50.86626611,30.75640546,0.0896033,2.7869111,1.05251709
5.0,79.0,42.0,5.0396,79.04639999999999,42.043,-0.39588068,0.0,0.42901148,52.56009472,31.72438144,0.12637043,2.45308132,0.91735388
5.0,81.0,43.0,5.056000000000001,81.13399999999999,43.095,-0.4038665,0.0,0.4011995,55.39429357,33.01471402,0.10222099,1.48096271,0.61264867
5.0,83.0,44.0,4.951599999999999,83.25280000000001,44.102199999999996,-0.40394134,0.0,0.37382446,56.67185344,33.75212574,0.12645614,2.56414892,0.89918297
5.0,85.0,45.0,5.0408,84.88759999999999,44.96419999999999,-0.40080942,0.0,0.42624609,57.17079541,34.22043744,0.09308281,2.97581019,1.11129859
5.0,87.0,46.0,5.1064,86.87039999999999,45.9884,-0.41041809,0.0,0.41996994,59.89503985,35.2886678,0.16703683,2.67275441,1.0413296
5.0,89.0,47.0,5.0076,88.6956,46.851600000000005,-0.41047439,0.0,0.35815875,61.00371601,35.95776853,0.10423251,1.44729792,0.71630034
5.0,91.0,48.0,5.0676000000000005,91.04799999999999,48.0578,-0.41148194,0.0,0.37173377,62.84675535,36.96346303,0.11036669,2.93975395,1.24879745
5.0,93.0,49.0,4.9956000000000005,92.656,48.8258,-0.41820122,0.0,0.38263926,65.02708452,37.8102602,0.12666227,2.66096776,0.99992426
5.0,95.0,50.0,5.1004,95.09079999999999,50.095600000000005,-0.41399412,0.0,0.43840798,66.01992825,38.67665406,0.09227816,2.01218363,0.84689715
5.0,97.0,51.0,5.0272,96.8492,50.9382,-0.42508846,0.0,0.35106641,69.44809526,39.90150196,0.09033247,2.35200729,0.59258897
5.0,99.0,52.0,5.047200000000001,99.1064,52.07680000000001,-0.41711791,0.0,0.40397551,68.93720396,40.15889167,0.07740035,3.06668138,1.33936346
5.0,101.0,53.0,5.030399999999999,101.03,53.0302,-0.42169325,0.0,0.4556374,71.56173118,41.37300918,0.05952867,2.42538324,1.15240608
5.0,103.0,54.0,5.0468,102.91,53.9784,-0.42203511,0.0,0.37919785,72.53856048,41.90754344,0.10422413,2.71060336,1.07530492
5.0,105.0,55.0,5.0176,104.81039999999999,54.91400000000001,-0.4189967,0.0,0.39971793,72.6241308,42.15360042,0.10401677,3.96611206,1.57883972
5.0,107.0,56.0,5.135199999999999,107.25600000000001,56.1956,-0.42925231,0.0,0.41224573,77.3831135,44.14023665,0.1052718,3.27659022,1.24215023
5.0,109.0,57.0,4.989199999999999,109.1052,57.0472,-0.42908308,0.0,0.40860638,79.18581738,45.19260691,0.10287912,2.40765443,0.83370374
7.0,5.0,6.0,6.893600000000001,5.0524,5.973000000000001,2.95092288,1.0,0.75181484,0.36627286,2.84681222,0.24397339,0.08743794,0.06374958
7.0,7.0,7.0,7.015600000000001,6.9868,7.0012,3.72110687,1.0,0.69915803,0.72136841,3.62514314,0.09860819,0.1024689,0.09489994
7.0,9.0,8.0,7.0192,9.0196,8.0194,2.77552361,1.0,0.761575,1.27241014,4.38525377,0.03334742,0.37339306,0.11525514
7.0,11.0,9.0,7.054399999999999,10.9084,8.981399999999999,1.34141256,1.0,0.80164669,2.30571859,5.12400788,0.17809092,0.59064072,0.08514175
7.0,13.0,10.0,7.0040000000000004,13.044400000000001,10.024200000000002,0.77712642,1.0,0.80327028,3.39392562,5.92429928,0.11684331,0.47760034,0.17032326
7.0,15.0,11.0,7.048800000000002,14.894,10.9714,0.40714479,1.0,0.71266132,4.7580784,6.65387012,0.10569762,0.40527812,0.1295728
7.0,17.0,12.0,7.0372,17.0816,12.0594,0.32274432,1.0,0.73468859,5.79835039,7.52216673,0.1106534,0.84945577,0.19098862
7.0,19.0,13.0,7.011999999999999,19.186,13.099,0.2620246,0.9,0.74613274,6.88129191,8.32460834,0.13791747,1.4102975,0.11640037
7.0,21.0,14.0,6.9452,20.938799999999997,13.941999999999998,0.15123754,1.0,0.68918618,7.83073756,8.9526719,0.1633135,0.66379696,0.149547
7.0,23.0,15.0,7.004,23.0708,15.037399999999996,0.06117895,0.6,0.69137912,9.3895118,9.78601792,0.08919758,1.28011824,0.1942643
7.0,25.0,16.0,7.033200000000001,25.0696,16.051399999999997,0.06094531,0.7,0.78708903,10.14335866,10.61502646,0.22632169,1.32527321,0.10134729
7.0,27.0,17.0,7.053999999999999,26.974,17.014,-0.02270242,0.4,0.78320128,11.77760985,11.42640247,0.06094805,1.05217278,0.17870276
7.0,29.0,18.0,7.0116,29.0516,18.031599999999997,-0.07823451,0.2,0.70954348,13.34872337,12.22573915,0.14328616,1.1043481,0.14748773
7.0,31.0,19.0,7.027600000000001,30.915999999999997,18.9718,-0.1111587,0.1,0.75381417,14.73794069,12.99440817,0.0958696,1.39571769,0.10094029
7.0,33.0,20.0,7.0024,33.02239999999999,20.0124,-0.15055571,0.0,0.66194411,16.40518414,13.87890699,0.16036485,1.09619279,0.1871482
7.0,35.0,21.0,7.036,34.772800000000004,20.904400000000003,-0.16872069,0.1,0.72093544,17.64416975,14.55888836,0.17317609,1.6158911,0.21787912
7.0,37.0,22.0,7.0196,37.0796,22.0496,-0.18276228,0.0,0.78190369,19.1092608,15.56374754,0.1990644,1.14501369,0.18728786
7.0,39.0,23.0,7.021600000000001,39.10079999999999,23.061200000000003,-0.19141062,0.0,0.76841341,20.36008351,16.30088191,0.09850028,2.10214111,0.2573453
7.0,41.0,24.0,6.99,41.1128,24.0514,-0.21817876,0.0,0.68989367,21.99801904,17.14000682,0.17962179,1.41346388,0.30434108
7.0,43.0,25.0,6.974000000000001,43.0448,25.0094,-0.26372422,0.0,0.775589,24.56072242,18.07202355,0.05952203,0.72813508,0.21480085
7.0,45.0,26.0,7.038799999999999,45.06920000000001,26.053999999999995,-0.25075069,0.0,0.76126912,25.13865681,18.73544882,0.1785464,2.1657005,0.50284362
7.0,47.0,27.0,6.958000000000001,46.97279999999999,26.9654,-0.26102285,0.0,0.68619465,26.56569558,19.60990874,0.14577847,0.93563884,0.23763687
7.0,49.0,28.0,7.0616,49.1516,28.106600000000004,-0.27600218,0.0,0.73667656,28.50735693,20.60595822,0.0746844,1.34135019,0.33200533
7.0,51.0,29.0,7.0396,51.342000000000006,29.190800000000003,-0.28694435,0.0,0.75774124,30.062054,21.41573026,0.09049711,1.15688244,0.36634125
7.0,53.0,30.0,7.056,52.9332,29.9946,-0.29780657,0.0,0.74040894,31.67070501,22.18930565,0.15522821,1.66236561,0.32498988
7.0,55.0,31.0,6.953200000000001,55.1512,31.052200000000006,-0.31116179,0.0,0.73324919,33.46977683,22.99651451,0.07874257,1.99230455,0.41162478
7.0,57.0,32.0,6.9368,57.0976,32.0172,-0.30846956,0.0,0.81943358,34.54196611,23.84902994,0.13748632,1.53753292,0.2244711
7.0,59.0,33.0,6.914399999999999,58.806000000000004,32.8602,-0.32410972,0.0,0.71276717,36.54211066,24.65867772,0.10863259,1.78476804,0.39758585
7.0,61.0,34.0,7.0775999999999994,61.127200000000016,34.1024,-0.33093236,0.0,0.7482363,37.80806034,25.23223266,0.06761834,2.9560728,1.18095749
7.0,63.0,35.0,7.08,63.1632,35.1216,-0.30864955,0.0,0.81454086,38.1406478,26.29433915,0.13284314,2.30426808,0.38467508
7.0,65.0,36.0,7.087200000000001,64.7792,35.93319999999999,-0.33956554,0.0,0.74073151,41.04497685,27.07783776,0.09109527,1.71214068,0.51037462
