k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
7.0,69.0,38.0,7.0,69.0,38.0,-0.44311219,0.0,2.17677744,53.97896409,30.06014184,0.03507876,0.12515296,0.06565339
7.0,71.0,39.0,7.0,71.0,39.0,-0.44454378,0.0,2.17216104,55.7814131,30.98407167,0.0357896,0.14711097,0.08631195
7.0,73.0,40.0,7.0,73.0,40.0,-0.44643576,0.0,2.17193841,57.60056715,31.88552429,0.03532727,0.14006506,0.07459195
7.0,75.0,41.0,7.0,75.0,41.0,-0.44806093,0.0,2.17201285,59.4473575,32.81126784,0.03564724,0.12850875,0.07583484
7.0,77.0,42.0,7.0,77.0,42.0,-0.44982945,0.0,2.17077368,61.26055192,33.70364363,0.03031171,0.1458256,0.08430965
7.0,79.0,43.0,7.0,79.0,43.0,-0.45097327,0.0,2.17173864,63.07287518,34.62860639,0.02862574,0.17254111,0.08015905
7.0,81.0,44.0,7.0,81.0,44.0,-0.45240375,0.0,2.16783708,64.91946933,35.54955429,0.03825937,0.16986227,0.08304762
7.0,83.0,45.0,7.0,83.0,45.0,-0.45373388,0.0,2.16714798,66.79476088,36.48767592,0.03607457,0.18647875,0.11036652
7.0,85.0,46.0,7.0,85.0,46.0,-0.45458526,0.0,2.16120052,68.62868459,37.43106542,0.04075485,0.14170672,0.09034791
7.0,87.0,47.0,7.0,87.0,47.0,-0.45603087,0.0,2.1683656,70.5243822,38.36304405,0.03044392,0.12792238,0.07658119
7.0,89.0,48.0,7.0,89.0,48.0,-0.45681658,0.0,2.17124408,72.30845772,39.2766728,0.03072781,0.14894734,0.07423706
7.0,91.0,49.0,7.0,91.0,49.0,-0.4579592,0.0,2.18324787,74.17051084,40.20335927,0.03500068,0.16700177,0.07419386
7.0,93.0,50.0,7.0,93.0,50.0,-0.45900313,0.0,2.16777772,76.01774288,41.12527422,0.02946112,0.18796596,0.09248604
7.0,95.0,51.0,7.0,95.0,51.0,-0.45971471,0.0,2.16260479,77.90122783,42.08883837,0.03619209,0.17018618,0.09883753
7.0,97.0,52.0,7.0,97.0,52.0,-0.4606787,0.0,2.17512552,79.76675332,43.01981341,0.02719881,0.16989151,0.07721263
7.0,99.0,53.0,7.0,99.0,53.0,-0.46145778,0.0,2.1640512,81.6360751,43.96441747,0.04549815,0.16790489,0.08685081
7.0,101.0,54.0,7.0,101.0,54.0,-0.46254425,0.0,2.16974285,83.53435731,44.8959259,0.03927252,0.19084353,0.09320607
7.0,103.0,55.0,7.0,103.0,55.0,-0.46313479,0.0,2.17656777,85.35466457,45.82388833,0.02826421,0.17947108,0.08953209
7.0,105.0,56.0,7.0,105.0,56.0,-0.46409364,0.0,2.17035272,87.32933289,46.80029652,0.03252111,0.14010381,0.08847348
7.0,107.0,57.0,7.0,107.0,57.0,-0.4647451,0.0,2.16670676,89.10352025,47.69298128,0.0303887,0.20529931,0.08541462
7.0,109.0,58.0,7.0,109.0,58.0,-0.46551615,0.0,2.17868591,91.01670968,48.64691724,0.03335712,0.19568854,0.10881387
9.0,5.0,7.0,9.0,5.0,7.0,0.00265996,0.62,3.45279124,1.04454487,3.46165978,0.04013269,0.02595104,0.03272183
9.0,7.0,8.0,9.0,7.0,8.0,0.22089158,1.0,3.44362636,2.17029182,4.20374933,0.03916833,0.03173704,0.03239608
