k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
5.0,5.0,5.0,5.033199999999999,5.062,5.0476,4.04080406,1.0,0.37312549,0.3943185,2.19346289,0.13738105,0.10739783,0.02855467
5.0,7.0,6.0,5.1228,7.062399999999999,6.092599999999999,2.8253649,1.0,0.41910645,0.7922663,2.93801989,0.11156088,0.16693923,0.12279927
5.0,9.0,7.0,5.0596000000000005,9.089599999999999,7.074600000000001,1.51605856,1.0,0.42919431,1.59887038,3.65420238,0.13003566,0.45497483,0.07906433
5.0,11.0,8.0,5.0968,10.925999999999998,8.0114,1.53312749,1.0,0.47767386,2.02685238,4.32793761,0.09599602,0.75787617,0.08497391
5.0,13.0,9.0,5.0752,13.0596,9.067400000000001,0.58734796,1.0,0.47679616,3.360682,5.10019253,0.08217099,0.6440033,0.10872555
5.0,15.0,10.0,5.0847999999999995,14.981200000000001,10.032999999999998,0.43755843,1.0,0.37640438,4.19825152,5.82270678,0.1016764,0.82563075,0.11108673
5.0,17.0,11.0,5.038399999999999,16.831200000000003,10.9348,0.39777089,1.0,0.40794811,4.89116276,6.484012,0.07551526,1.01918138,0.13705443
5.0,19.0,12.0,4.964,19.1296,12.046800000000001,0.07325595,0.7,0.3584656,6.93028502,7.30973879,0.09681037,0.99422473,0.26069109
5.0,21.0,13.0,5.041199999999999,20.9108,12.975999999999999,0.02830248,0.6,0.34039445,7.94147268,8.1063942,0.11688293,0.78255623,0.16087457
5.0,23.0,14.0,5.1424,22.9732,14.0578,0.01296455,0.5,0.44505998,8.9123822,8.90556689,0.09619978,1.12790701,0.1896063
5.0,25.0,15.0,5.061599999999999,25.052400000000002,15.056999999999999,-0.07727831,0.3,0.39505596,10.62321567,9.7267066,0.10729505,1.00494781,0.15010405
5.0,27.0,16.0,5.087999999999999,27.0488,16.068400000000004,-0.08108201,0.3,0.39306308,11.54027545,10.42024087,0.11402274,1.68354697,0.19815884
5.0,29.0,17.0,5.0840000000000005,29.071999999999996,17.078000000000003,-0.13654168,0.1,0.40148321,13.2397407,11.27239344,0.12060026,1.69524881,0.19036821
5.0,31.0,18.0,5.0988000000000016,31.01,18.054399999999998,-0.21918877,0.0,0.42827168,15.58785399,12.12881348,0.0918932,1.06206446,0.21469522
