t,λ1,δ1,λ2,δ2,λ3,δ3,λ4,δ4,λ5,δ5,λ6,δ6,λ7,δ7,λ8,δ8,λ9,δ9,λ10,δ10
190.0,29.567725124437708,33.0,29.593243880385657,33.0,29.512458135648032,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.581262889701886,33.0,29.585868369540247,33.0,29.65582922142395,33.0,29.5844547468541,33.0
191.0,29.567725124437708,33.0,29.593243880385657,33.0,29.512458135648032,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.58210136083785,33.0,29.585868369540247,33.0,29.65582922142395,33.0,29.59428601822902,33.0
192.0,29.567725124437708,33.0,29.593243880385657,33.0,29.51608476570667,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.582101360837974,33.0,29.58586836954018,33.0,29.65582922142395,33.0,29.596699231254625,33.0
193.0,29.567725124437708,33.0,29.593243880385657,33.0,29.516536327458486,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.582101360837974,33.0,29.588087785055464,33.0,29.65582922142395,33.0,29.60650490333192,33.0
194.0,29.567725124437708,33.0,29.593243880385657,33.0,29.516536327458486,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.582101360837974,33.0,29.588087785055464,33.0,29.655829221423875,33.0,29.60650490333192,33.0
195.0,29.567725124437708,33.0,29.593243880385657,33.0,29.516536327458486,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.582101360837974,33.0,29.588087785055464,33.0,29.655829221423875,33.0,29.612084187593197,33.0
196.0,29.567725124437708,33.0,29.593243880385657,33.0,29.516536327458486,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.582101360837974,33.0,29.588087785055464,33.0,29.655829221423875,33.0,29.612084187593197,33.0
197.0,29.567725124437708,33.0,29.593243880385657,33.0,29.516536327458486,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.582101360837974,33.0,29.58808778505547,33.0,29.655829221423875,33.0,29.612084187593197,33.0
198.0,29.567725124437708,33.0,29.596300872355446,33.0,29.516536327458486,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.623558797176692,33.0,29.582101360837896,33.0,29.58808778505547,33.0,29.655829221423875,33.0,29.612084187593197,33.0
199.0,29.567725124437708,33.0,29.596300872355446,33.0,29.517655257996232,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.624755606956185,33.0,29.582101360837896,33.0,29.58808778505547,33.0,29.655829221423875,33.0,29.612084187593165,33.0
200.0,29.567725124437708,33.0,29.596300872355446,33.0,29.517655257996232,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.624755606956185,33.0,29.582101360837896,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.623980001147192,33.0
201.0,29.567725124437708,33.0,29.596300872355446,33.0,29.517655257996232,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.624755606956185,33.0,29.582101360837896,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.623980001147192,33.0
202.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.624755606956185,33.0,29.58769365642455,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.623980001147192,33.0
203.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.624755606956185,33.0,29.58769365642455,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.623980001147192,33.0
204.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.624755606956185,33.0,29.58769365642455,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.623980001147192,33.0
205.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.62834169455309,33.0,29.58769365642455,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.623980001147192,33.0
206.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.62951774622603,33.0,29.587754005963298,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.624928771768744,33.0
207.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.62951774622603,33.0,29.587754005963298,33.0,29.59294700471843,33.0,29.655829221423875,33.0,29.624928771768783,33.0
208.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.553939242439384,33.0,29.570143198166207,33.0,29.62951774622603,33.0,29.587754005963298,33.0,29.59294700471843,33.0,29.65627634309585,33.0,29.624928771768783,33.0
209.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.62951774622603,33.0,29.587754005963298,33.0,29.59294700471843,33.0,29.65627634309585,33.0,29.624928771768783,33.0
210.0,29.567725124437708,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.62951774622603,33.0,29.592381728451166,33.0,29.59294700471843,33.0,29.65627634309585,33.0,29.624928771768783,33.0
211.0,29.5678842918238,33.0,29.596300872355446,33.0,29.528774407254172,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.629802671216698,33.0,29.592381728451166,33.0,29.593478490553334,33.0,29.65627634309585,33.0,29.624928771768783,33.0
212.0,29.570699485501518,33.0,29.596300872355446,33.0,29.531414521964226,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.629802671216694,33.0,29.592381728451166,33.0,29.593478490553334,33.0,29.65627634309585,33.0,29.624928771768783,33.0
213.0,29.570699485501518,33.0,29.596300872355446,33.0,29.531414521964226,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.629802671216694,33.0,29.592381728451166,33.0,29.593478490553334,33.0,29.65627634309585,33.0,29.624928771768783,33.0
214.0,29.570699485501518,33.0,29.599222689914846,33.0,29.531414521964226,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.629802671216694,33.0,29.592381728451166,33.0,29.593478490553334,33.0,29.65627634309585,33.0,29.624928771768783,33.0
215.0,29.570699485501518,33.0,29.599222689914846,33.0,29.531414521964226,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.629802671216858,33.0,29.592381728451166,33.0,29.593478490553334,33.0,29.656468651390014,33.0,29.625455323123163,33.0
216.0,29.570699485501518,33.0,29.604267507598497,33.0,29.531414521964226,33.0,29.559597490672083,33.0,29.570143198166207,33.0,29.629802671216858,33.0,29.592381728451166,33.0,29.595282859647483,33.0,29.663665017707455,33.0,29.625455323123163,33.0
217.0,29.570699485501518,33.0,29.604267507598497,33.0,29.531414521964226,33.0,29.56491643569872,33.0,29.570143198166207,33.0,29.629802671216858,33.0,29.59528499643154,33.0,29.595282859647483,33.0,29.663665017707455,33.0,29.625455323123163,33.0
218.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56491643569872,33.0,29.570143198166207,33.0,29.629802671216858,33.0,29.59528499643154,33.0,29.595282859647483,33.0,29.663665017707455,33.0,29.625455323123163,33.0
219.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56491643569872,33.0,29.570143198166207,33.0,29.629802671216858,33.0,29.59528499643154,33.0,29.595282859647483,33.0,29.663665017707455,33.0,29.625455323123163,33.0
220.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56491643569872,33.0,29.570143198166207,33.0,29.629802671216858,33.0,29.596146631746404,33.0,29.595282859647483,33.0,29.663665017707455,33.0,29.64506273750463,33.0
221.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56491643569872,33.0,29.570143198166207,33.0,29.629802671216858,33.0,29.596146631746404,33.0,29.595282859647483,33.0,29.663665017707455,33.0,29.64506273750463,33.0
222.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.565021297851327,33.0,29.570143198166207,33.0,29.631090084262475,33.0,29.596146631746404,33.0,29.597692816610273,33.0,29.66366501770744,33.0,29.64506273750463,33.0
223.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.565021297851327,33.0,29.570143198166207,33.0,29.631090084262475,33.0,29.596146631746404,33.0,29.597692816610273,33.0,29.66366501770744,33.0,29.64506273750463,33.0
224.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.565021297851327,33.0,29.570143198166207,33.0,29.635629028909754,33.0,29.596146631746404,33.0,29.600535312740337,33.0,29.664386988215902,33.0,29.64506273750463,33.0
225.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.565021297851327,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.596146631746404,33.0,29.600535312740337,33.0,29.664386988215902,33.0,29.64506273750463,33.0
226.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.565021297851327,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.596146631746404,33.0,29.600535312740337,33.0,29.664386988215902,33.0,29.652971470568907,33.0
227.0,29.570699485501518,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.565021297851327,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.596146631746404,33.0,29.600535312740337,33.0,29.664386988215902,33.0,29.652971470568907,33.0
228.0,29.573694083924213,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.596146631746404,33.0,29.600535312740337,33.0,29.66517562667254,33.0,29.652971470568907,33.0
229.0,29.573694083924213,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.596146631746404,33.0,29.600535312740337,33.0,29.66517562667254,33.0,29.652971470568907,33.0
230.0,29.576759505183002,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.597047367618135,33.0,29.600535312740337,33.0,29.66517562667254,33.0,29.652971470568907,33.0
231.0,29.576759505183002,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.597047367618135,33.0,29.600701170974105,33.0,29.66517562667254,33.0,29.652971470568907,33.0
232.0,29.576759505183002,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.597047367618135,33.0,29.600701170974105,33.0,29.66517562667254,33.0,29.652971470568907,33.0
233.0,29.576759505183002,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.597047367618135,33.0,29.600701170974105,33.0,29.66517562667254,33.0,29.654236155836507,33.0
234.0,29.57978637131967,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909687,33.0,29.597047367618135,33.0,29.600701170974105,33.0,29.66517562667254,33.0,29.654236155836507,33.0
235.0,29.57978637131967,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909758,33.0,29.597047367618135,33.0,29.60083518433747,33.0,29.66517562667254,33.0,29.654236155836507,33.0
236.0,29.57978637131967,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909758,33.0,29.597047367618135,33.0,29.60083518433747,33.0,29.669563870886943,33.0,29.655740855232438,33.0
237.0,29.57978637131967,33.0,29.606447430316855,33.0,29.531414521964226,33.0,29.56735268856124,33.0,29.570143198166207,33.0,29.635629028909758,33.0,29.597047367618135,33.0,29.60083518433747,33.0,29.669563870886943,33.0,29.660182017995837,33.0
