k1,k2,ka,k1_avg,k2_avg,ka_avg,ξ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
35.0,46.0,40.5,34.97955999999999,45.9088,40.444179999999996,0.06193052,0.76,16.39956162,24.51254116,25.9069011,1.27923819,1.88856081,1.23175997
35.0,47.0,41.0,34.96564,46.93223999999999,40.94894,0.02519868,0.62,16.54377446,25.71793315,26.24726175,1.29448918,1.73716493,1.34326784
35.0,48.0,41.5,35.013119999999994,47.98780000000001,41.50046,0.0280356,0.56,16.57554268,26.05020617,26.6815925,1.32190012,1.73282743,1.4003911
35.0,49.0,42.0,35.02248,49.016720000000014,42.01959999999999,-0.00807215,0.42,16.68613897,27.01545438,26.70690723,1.19241684,1.76667493,1.24650568
35.0,50.0,42.5,35.01408000000001,50.028999999999996,42.521539999999995,0.00392282,0.44,16.63648992,27.50405058,27.52146122,1.31174103,1.58580437,1.1017451
35.0,51.0,43.0,35.05104,50.98599999999998,43.01852000000002,-0.01617431,0.3,16.22560007,28.74975398,28.22613087,1.42018665,1.31268103,0.81393425
35.0,52.0,43.5,35.0192,52.06384000000002,43.54152,-0.03416817,0.26,16.35371815,29.35497504,28.27000112,1.52661286,1.72265242,1.26128502
35.0,53.0,44.0,35.00044,53.01891999999999,44.00968000000001,-0.0467118,0.12,16.63825504,30.16651995,28.71243284,1.48444552,1.2442881,0.92675432
35.0,54.0,44.5,34.94731999999999,53.95287999999999,44.45009999999999,-0.04669438,0.14,16.35693955,30.85122012,29.36037483,1.57792545,1.55712748,1.29620225
35.0,55.0,45.0,35.04272,55.05104,45.04688,-0.06211227,0.14,16.51337045,31.60111058,29.56851827,1.23711607,1.67812688,1.07409017
35.0,56.0,45.5,34.974239999999995,55.934039999999996,45.454139999999995,-0.04902979,0.26,16.79515128,31.80372273,30.10911818,1.33449403,2.32074843,1.4207552
35.0,57.0,46.0,34.97772000000001,56.885239999999996,45.93147999999999,-0.08083536,0.1,16.36281894,33.11588844,30.36652301,1.21154542,1.61317742,0.90854514
35.0,58.0,46.5,34.96096,58.06016000000002,46.510560000000005,-0.09032089,0.08,16.65144663,33.76904521,30.65530411,1.55484062,1.62806492,1.28675137
35.0,59.0,47.0,34.93111999999999,58.96451999999999,46.94782,-0.11003398,0.02,16.34705725,34.85553969,30.9800734,1.41122548,1.56691709,1.3465228
35.0,60.0,47.5,35.03212,60.02964000000001,47.53088,-0.10299134,0.08,16.30670304,34.97129905,31.27619109,1.35284328,2.12051535,1.30786903
35.0,61.0,48.0,34.97832000000001,61.019359999999985,47.998839999999994,-0.11806474,0.02,16.53570769,36.38869735,32.0116942,1.53139241,1.89112408,1.37674704
35.0,62.0,48.5,34.97412000000001,62.12299999999999,48.54856000000001,-0.11577877,0.02,16.16625656,36.61737954,32.29687719,1.5418889,2.15763758,1.43255545
35.0,63.0,49.0,34.98020000000001,62.96279999999998,48.9715,-0.13122974,0.04,16.70340393,37.63989359,32.6197004,1.37428467,1.95933184,1.09023142
35.0,64.0,49.5,34.91852000000001,63.97691999999999,49.44771999999999,-0.13474912,0.02,16.29373744,38.21592865,32.97088994,1.30950226,2.43989767,1.50632166
35.0,65.0,50.0,34.98440000000001,64.97968,49.98203999999999,-0.14248078,0.0,16.49566931,39.68549475,33.99190605,1.53831545,1.48966263,1.12156537
35.0,66.0,50.5,34.946839999999995,66.01831999999999,50.482580000000006,-0.13862281,0.0,16.48858258,39.83724539,34.23560551,1.49029083,2.11817268,1.25166977
35.0,67.0,51.0,34.92387999999999,66.93552,50.92970000000002,-0.15326536,0.0,16.75720788,41.01786907,34.65669509,1.60511867,2.19674427,1.31433424
35.0,68.0,51.5,34.958760000000005,67.98104000000001,51.46989999999998,-0.15663914,0.02,16.6557577,41.5287685,34.95074483,1.2408748,2.14369086,1.33560521
35.0,69.0,52.0,34.99851999999999,69.00916000000001,52.00384000000002,-0.15794863,0.02,16.71195282,42.03829552,35.22356736,1.14483723,3.10988916,1.20468343
35.0,70.0,52.5,35.01568,70.02256,52.51912000000002,-0.17311814,0.0,16.53413617,43.17034575,35.59340447,1.57063945,2.5817707,1.346532
35.0,71.0,53.0,34.90476000000001,71.08855999999999,52.99665999999999,-0.16855378,0.0,16.51005136,43.86570934,36.38100019,1.82222495,2.4681624,1.42176155
35.0,72.0,53.5,35.04348,72.01504,53.529259999999994,-0.18207607,0.0,16.59135024,44.58626711,36.41353481,1.2937996,2.0065375,1.12441391
35.0,73.0,54.0,34.926199999999994,73.1108,54.018499999999996,-0.1862066,0.0,16.22361726,45.7953544,37.22665231,1.49727855,1.7863656,1.03796182
35.0,74.0,54.5,35.025839999999995,74.06743999999999,54.54664000000002,-0.1997134,0.0,16.52789047,46.81383574,37.39340691,1.23248724,2.11039786,1.28267167
35.0,75.0,55.0,35.04436000000001,75.07799999999999,55.06117999999999,-0.1880068,0.0,16.7228616,46.88283412,37.99678042,1.33271673,2.24091581,1.06890269
35.0,76.0,55.5,35.05552,76.05152000000002,55.553520000000006,-0.19439211,0.0,16.75025288,47.70613189,38.33882298,1.13948163,2.57428345,1.43727483
35.0,77.0,56.0,35.00144,77.06544000000002,56.03343999999999,-0.20584449,0.0,16.02841826,48.95900813,38.82786212,1.35250664,2.09257863,1.3240941
35.0,78.0,56.5,35.018800000000006,77.94175999999999,56.48027999999999,-0.21468051,0.0,16.77641572,49.57280616,38.88507341,1.34982143,1.87202031,1.54371776
35.0,79.0,57.0,35.03288,79.08464000000001,57.05876,-0.21881536,0.0,16.84221157,50.47866358,39.39515095,1.38729044,2.16232085,1.62702224
35.0,80.0,57.5,35.00752000000001,79.98916,57.498340000000006,-0.21992304,0.0,16.49989165,51.07693418,39.7816798,1.42811931,2.519443,1.6647126
35.0,81.0,58.0,34.99851999999999,80.96503999999999,57.981779999999986,-0.22366315,0.0,16.71276499,52.28040778,40.53568234,1.879462,2.22643962,1.17889781
35.0,82.0,58.5,34.96699999999999,81.99131999999996,58.47915999999999,-0.23167696,0.0,16.51001939,53.43316081,40.96778834,1.26586579,2.43404137,1.48846249
35.0,83.0,59.0,35.006,83.03396000000001,59.01998000000001,-0.2370874,0.0,16.71846705,54.3049846,41.37770409,1.47784088,2.01388583,1.2105469
35.0,84.0,59.5,35.02636,83.98556000000002,59.505960000000016,-0.242132,0.0,16.51237279,54.91639366,41.5880727,1.53797821,2.13956311,1.54186153
35.0,85.0,60.0,35.02536,85.05272000000001,60.039040000000014,-0.23818407,0.0,16.63950379,55.12150266,41.94019488,1.26423873,2.41701095,1.57058678
35.0,86.0,60.5,35.0036,85.95652000000001,60.48006,-0.24156528,0.0,16.33826554,56.3512428,42.69367973,1.56160345,2.27370617,1.41508156
35.0,87.0,61.0,34.97887999999999,86.99516,60.98702000000001,-0.24511833,0.0,16.52394967,57.27680704,43.16267484,1.49629358,2.29262053,1.13090526
35.0,88.0,61.5,34.9944,88.01495999999997,61.50468000000001,-0.25718538,0.0,16.96039826,58.63888602,43.54575349,1.47488156,1.5650533,1.6755425
35.0,89.0,62.0,34.93523999999999,88.97952000000001,61.957379999999986,-0.25336707,0.0,16.54680729,58.15299484,43.36198803,1.10593322,2.70164984,1.53181796
35.0,90.0,62.5,34.961199999999984,89.99343999999999,62.477320000000006,-0.2569684,0.0,16.72936868,60.14869088,44.65942427,1.35326185,2.00809836,1.46265611
35.0,91.0,63.0,34.97616000000001,91.04364,63.00990000000001,-0.26715356,0.0,16.51863276,60.88187366,44.59272595,1.31112033,2.23707545,1.67217422
35.0,92.0,63.5,34.97304,92.19596000000001,63.58450000000002,-0.26281068,0.0,16.79662785,61.97274959,45.65391055,1.39722158,1.86600871,0.99223236
35.0,93.0,64.0,35.005880000000005,93.11308000000001,64.05948,-0.26632736,0.0,16.5591519,62.1207799,45.54597273,1.58863577,2.51881356,1.67931585
35.0,94.0,64.5,35.01276,93.96771999999999,64.49024,-0.26646606,0.0,16.43992557,62.98038329,46.14126121,1.32357966,2.31139116,1.42962084
35.0,95.0,65.0,34.99312,95.02864000000004,65.01088,-0.27558492,0.0,16.61924022,64.24386284,46.49565253,1.43215757,2.51758953,1.44173094
35.0,96.0,65.5,35.02884000000001,95.97568000000001,65.50226,-0.27217611,0.0,16.18806456,64.34710076,46.77982359,1.50357774,2.70537933,1.57867128
35.0,97.0,66.0,34.93899999999999,96.92623999999998,65.93262000000001,-0.28135091,0.0,16.5031752,65.25493203,46.85372502,1.10549758,2.56452488,1.60270791
35.0,98.0,66.5,34.990640000000006,98.06128000000001,66.52595999999998,-0.27781142,0.0,16.57111478,66.28665954,47.82212148,1.20969239,2.30756768,1.27226145
35.0,99.0,67.0,34.960280000000004,98.88928,66.92478,-0.27580967,0.0,16.6385524,66.84879421,48.35620703,1.24787905,2.64942797,1.36297082
35.0,100.0,67.5,35.02648,99.94908,67.48777999999999,-0.29194861,0.0,16.53069138,68.16418556,48.21001019,1.32613648,2.85484742,1.72631714
35.0,101.0,68.0,35.0594,101.0494,68.05439999999999,-0.29350615,0.0,16.39390612,69.25844299,48.87513849,1.16802563,2.67282412,1.59936708
35.0,102.0,68.5,34.96911999999999,102.09140000000004,68.53026000000001,-0.28202861,0.0,16.81742131,69.16762417,49.62221371,1.05801578,2.17326963,1.51600844
35.0,103.0,69.0,34.990880000000004,102.96375999999998,68.97732,-0.29552237,0.0,16.5330272,70.76903679,49.83380108,1.42976191,2.07909269,1.6023171
35.0,104.0,69.5,35.04600000000001,103.99296,69.51948,-0.292085,0.0,16.53887082,71.01329988,50.23129847,1.46851378,2.54013863,1.50975817
35.0,105.0,70.0,34.993759999999995,105.01404000000001,70.00389999999999,-0.2959058,0.0,16.74699922,72.33683736,50.89558503,1.14732415,2.29485082,1.23201588
35.0,106.0,70.5,34.96608,105.92347999999998,70.44478,-0.30124263,0.0,15.87423081,73.11818155,51.0717587,1.56242376,2.25937442,1.80072916
35.0,107.0,71.0,34.899439999999984,106.97144,70.93544,-0.29426216,0.0,16.61711069,73.34193469,51.67781133,1.32631325,3.08430185,1.40986669
35.0,108.0,71.5,35.01084000000001,108.00380000000001,71.50731999999998,-0.30334882,0.0,16.40023708,74.77829879,52.06462296,1.49145895,2.50206348,1.73181448
35.0,109.0,72.0,35.00359999999999,109.01403999999998,72.00882,-0.30288119,0.0,16.71774099,75.15031297,52.35879674,1.19660465,2.54895972,1.72679948
35.0,110.0,72.5,34.99268000000001,110.02140000000003,72.50703999999999,-0.30773123,0.0,16.70132147,76.88316565,53.18537731,1.13168539,2.60156825,1.54494288
36.0,5.0,20.5,35.990520000000004,5.08516,20.537840000000003,-0.39171302,0.0,17.00981298,0.36083716,10.30899425,1.4479143,0.0946298,0.77745439
36.0,6.0,21.0,35.953239999999994,6.052119999999999,21.00268,-0.37313379,0.0,16.91959721,0.53992281,10.58087456,1.37411686,0.130167,0.81018256
36.0,7.0,21.5,35.98812000000001,6.982680000000001,21.4854,-0.34545128,0.0,17.39661251,0.65759981,11.35170607,1.3089362,0.11468188,0.71423655
36.0,8.0,22.0,36.017599999999995,7.986319999999999,22.00196,-0.3377366,0.02,17.50987486,0.79884709,11.52654414,1.38907883,0.13080854,0.73858647
36.0,9.0,22.5,36.02256000000001,8.983759999999997,22.50316,-0.29892662,0.0,16.99322953,1.1027673,11.84300353,1.56261191,0.37971832,0.73094123
36.0,10.0,23.0,35.99936,10.026320000000004,23.012839999999997,-0.28130608,0.0,16.82442646,1.3807222,11.99736286,1.72564269,0.48043183,0.70810064
36.0,11.0,23.5,36.03879999999999,10.963480000000002,23.501140000000007,-0.29257257,0.0,17.44617316,1.76313434,12.30021226,1.19369112,0.575226,0.79528952
36.0,12.0,24.0,36.00871999999998,11.968280000000002,23.988500000000002,-0.24141686,0.0,17.46907114,2.28755942,13.20507631,1.3837587,0.58006426,0.87807121
36.0,13.0,24.5,36.0278,12.9752,24.501499999999993,-0.21486314,0.02,17.04557772,2.70123078,13.29984229,1.55051108,0.73824789,0.95510167
36.0,14.0,25.0,36.03496,14.010280000000005,25.022620000000007,-0.18345294,0.02,17.00297081,3.24915361,13.79358774,1.63563133,0.82242524,0.89518946
36.0,15.0,25.5,36.02584,15.029119999999999,25.527480000000004,-0.1809166,0.0,17.26625866,3.84899489,14.10132798,1.11604612,0.81177971,0.98464014
36.0,16.0,26.0,36.01631999999999,16.008439999999997,26.012380000000004,-0.14960073,0.08,17.11893467,4.14875427,14.45095502,1.49152687,0.93562352,0.75194292
36.0,17.0,26.5,36.04491999999999,17.028280000000002,26.536600000000004,-0.12804669,0.06,17.38396354,4.87293097,15.06613199,1.43443054,0.91805548,0.76485736
36.0,18.0,27.0,35.91436000000001,17.997159999999997,26.955759999999994,-0.08843255,0.18,16.88343341,5.29214861,15.26433626,1.64475296,0.91014799,0.7469477
36.0,19.0,27.5,35.95796000000001,19.014399999999995,27.486180000000008,-0.0905707,0.08,17.44642726,5.91866032,15.78562741,1.34060747,0.92661342,0.8889395
36.0,20.0,28.0,35.9698,20.01772,27.993759999999995,-0.06767294,0.24,17.09586248,6.52376839,15.84886633,1.47437301,1.07265757,1.08994108
36.0,21.0,28.5,36.04468,20.95192,28.498300000000008,-0.02061274,0.3,17.12367143,7.14707088,16.58834468,1.71815867,1.1193876,0.83556236
36.0,22.0,29.0,36.00956,22.01436,29.01196,-0.03095857,0.38,17.52193042,7.6590077,16.89308012,1.34779407,1.14386094,0.94255415
36.0,23.0,29.5,35.99252,23.038319999999995,29.515419999999995,-0.01415873,0.4,17.5016647,8.19913699,17.16526336,1.22113078,0.89850601,0.75099332
36.0,24.0,30.0,36.000919999999994,24.022559999999995,30.01174,0.01657026,0.56,17.36872249,9.26876242,17.55884927,1.35818428,0.91746606,1.08745776
36.0,25.0,30.5,35.98800000000001,25.002480000000006,30.49523999999999,0.04709608,0.72,17.05790607,9.67823572,17.78182849,1.321195,1.09266383,0.98085129
36.0,26.0,31.0,35.93404,25.981759999999998,30.95789999999999,0.07786782,0.74,17.13682984,10.59487179,18.31629185,1.74343021,1.17427256,0.85273029
36.0,27.0,31.5,35.99047999999999,27.043240000000004,31.516859999999994,0.0766283,0.84,17.45221394,10.92493744,18.72106395,1.12647262,1.2071546,0.80624128
36.0,28.0,32.0,36.008280000000006,28.014200000000002,32.01124,0.0811783,0.92,17.53139673,12.03572879,18.87660694,1.25080648,1.03078716,0.95416121
36.0,29.0,32.5,36.00644,29.018680000000003,32.51256,0.12230631,0.92,17.50966207,12.83808692,19.53821826,1.4501786,1.02083886,0.8799671
36.0,30.0,33.0,35.920559999999995,29.963160000000013,32.94185999999999,0.17319293,0.98,16.92225002,12.97286412,19.75252747,1.68984512,1.26642468,1.08458471
36.0,31.0,33.5,35.99175999999999,30.983720000000012,33.48774,0.18202996,0.98,17.16846217,13.68873945,20.23019017,1.40636925,1.0460814,1.17300519
36.0,32.0,34.0,36.05888,32.03708,34.047979999999995,0.20090466,1.0,17.39190746,14.14367517,20.82992983,1.27230057,1.17341666,0.77338332
36.0,33.0,34.5,35.94952,33.02252000000001,34.48602000000001,0.21268835,1.0,17.08676735,15.17725414,20.83160134,1.46119651,1.26769639,1.10664426
36.0,34.0,35.0,35.99092,34.0194,35.005160000000004,0.19759814,1.0,17.68524141,16.00296726,21.44868253,1.09144869,1.53687249,1.04599648
36.0,35.0,35.5,36.01632000000001,35.009,35.51266000000001,0.22693348,1.0,17.39556066,16.60004559,21.82431855,1.29379491,1.30579204,1.28764621
36.0,36.0,36.0,36.028120000000015,35.986,36.007059999999996,0.24072197,1.0,17.26196023,17.30352678,22.31477888,1.60646308,1.22218987,1.02994237
36.0,37.0,36.5,35.99076,36.93312,36.461940000000006,0.24420785,1.0,17.32825377,17.98337095,22.89349612,1.57190552,1.32767313,0.98770169
36.0,38.0,37.0,35.99492000000001,37.99815999999999,36.99654,0.22478054,1.0,17.43265996,18.58948322,23.26770811,1.35557758,1.65453619,1.04435568
36.0,39.0,37.5,36.01388,38.996999999999986,37.50544,0.20524532,1.0,17.08686638,19.35026443,23.42641951,1.32176784,1.70936774,0.9837696
36.0,40.0,38.0,35.95044000000001,40.04263999999999,37.996539999999996,0.18166656,1.0,17.49696133,20.09843159,23.78640437,1.3973643,1.85191065,1.09888205
36.0,41.0,38.5,36.08324,40.94144,38.51234000000001,0.16921157,1.0,17.45441627,20.74349002,24.20603475,1.34472025,1.62875817,1.17006418
36.0,42.0,39.0,35.99687999999998,41.99672,38.9968,0.15980307,0.98,17.0506904,21.4658142,24.77252577,1.7111484,1.50049848,0.86806909
36.0,43.0,39.5,35.922760000000004,43.01436,39.46856,0.12349872,0.98,17.01811981,22.32656046,25.01822014,1.39283971,1.89494282,1.32754646
36.0,44.0,40.0,35.97708000000001,43.97448,39.97577999999999,0.09685906,0.86,16.85283568,23.40261597,25.54970452,1.88541007,1.62520419,0.95669159
36.0,45.0,40.5,36.0128,44.98072000000001,40.49676000000001,0.09791094,0.94,17.29196816,23.50296861,25.72836114,1.28518786,1.33785692,0.9539117
36.0,46.0,41.0,36.02292,45.97732,41.00012000000001,0.08288778,0.86,17.39377269,24.45072388,26.37836125,1.25540389,1.61772938,1.27577814
36.0,47.0,41.5,36.07679999999999,47.02520000000001,41.55099999999999,0.06884212,0.76,17.43742685,25.22351778,26.81139986,1.27947411,1.90010642,1.16336075
36.0,48.0,42.0,36.04096,48.01304000000001,42.02700000000001,0.03375142,0.72,17.17820416,26.18041389,27.00080114,1.34396149,1.42462429,1.33104647
36.0,49.0,42.5,35.96648,48.924359999999986,42.445419999999984,0.01980418,0.56,17.21693132,26.56698955,26.99286012,1.15974163,1.79267993,1.30068657
36.0,50.0,43.0,35.98536,50.032399999999996,43.00887999999999,0.00530619,0.4,17.24128814,27.83223268,27.84751776,1.35167005,1.91103546,1.12566207
36.0,51.0,43.5,36.03627999999999,51.02260000000001,43.529440000000015,0.00655912,0.54,17.31642327,28.07252954,28.18266246,1.3964654,1.40705269,1.05898585
36.0,52.0,44.0,35.97940000000001,51.989439999999995,43.98441999999999,-0.01272041,0.38,17.38057904,29.16503646,28.71813488,1.29778993,1.51994971,1.06801899
36.0,53.0,44.5,35.99496,52.95196,44.473459999999996,-0.00845536,0.4,17.38239663,29.68515504,29.38008072,1.27175666,1.43183371,1.15998013
36.0,54.0,45.0,35.9004,53.955919999999985,44.92816,-0.01999208,0.36,17.15174154,30.16751768,29.43434342,1.88905324,1.92820288,1.24035323
36.0,55.0,45.5,36.045680000000004,55.05036,45.548019999999994,-0.04502533,0.16,17.17142063,31.51656034,29.99484663,1.46746932,1.83861978,1.16092592
36.0,56.0,46.0,35.99647999999999,56.02275999999999,46.00962,-0.06011822,0.14,17.08401254,32.15566328,30.13560476,1.53453386,1.81567562,1.03980121
36.0,57.0,46.5,36.0422,57.00016000000001,46.52118,-0.05792903,0.06,17.20903664,32.85156261,30.88391463,1.70190182,1.68447995,1.11229552
36.0,58.0,47.0,35.99815999999999,58.02331999999999,47.010739999999984,-0.07732716,0.06,17.04476695,33.70858101,31.02796514,1.57278354,1.92654014,1.23550954
36.0,59.0,47.5,35.990399999999994,58.880959999999995,47.43568000000001,-0.08188417,0.06,16.96682219,34.27227262,31.40872332,1.45053159,1.7231955,1.41935155
36.0,60.0,48.0,36.01499999999999,60.006720000000016,48.01086,-0.10540711,0.0,17.22785576,35.63350706,31.8282372,1.25014071,1.878319,1.47203035
36.0,61.0,48.5,36.04112000000001,60.91471999999999,48.477920000000005,-0.09165196,0.04,17.44063684,35.8757245,32.52982249,1.447503,1.82602498,1.24244017
36.0,62.0,49.0,35.97988,61.947639999999986,48.96375999999999,-0.10425195,0.0,17.1393657,36.86376249,32.95217085,1.22366313,1.97577393,1.14673774
36.0,63.0,49.5,35.977999999999994,62.928639999999994,49.453320000000005,-0.11644197,0.0,17.39484987,37.83491424,33.38108869,1.5787365,1.55645018,1.16417429
36.0,64.0,50.0,35.964839999999995,64.15151999999999,50.05817999999997,-0.12984264,0.0,17.33280247,39.08860633,33.96451178,1.18629374,1.58006433,1.09272129
36.0,65.0,50.5,36.04523999999999,65.03716,50.54119999999999,-0.126515,0.0,16.95949214,39.19152243,34.18284585,1.36946054,1.77604731,1.41698643
36.0,66.0,51.0,36.04,66.06040000000002,51.050200000000004,-0.13367863,0.0,17.37249691,40.1275532,34.73367178,1.25040057,1.70113471,1.25082465
36.0,67.0,51.5,35.980279999999986,67.05144000000001,51.51586000000001,-0.14783043,0.02,16.99914992,41.03293917,34.88315448,1.34850248,2.15708351,1.36880525
36.0,68.0,52.0,35.983639999999994,68.00916,51.996399999999994,-0.14948815,0.0,17.20188135,41.96926442,35.62230924,1.31625489,2.13789883,1.25794829
36.0,69.0,52.5,36.051320000000004,69.00607999999997,52.52870000000001,-0.15234257,0.0,17.19433247,42.46802603,35.92636652,1.38300879,2.0458527,1.30666401
36.0,70.0,53.0,35.98928,69.94556,52.96742000000002,-0.16973191,0.0,17.28889929,43.49053096,36.03852076,1.30119744,2.14256442,1.36802922
36.0,71.0,53.5,35.91628,70.98876,53.45252000000001,-0.16980306,0.0,17.46881012,44.18448194,36.6423011,1.30106256,1.75465399,1.41937549
36.0,72.0,54.0,36.03639999999998,71.95764,53.99701999999999,-0.17949662,0.0,17.63744892,45.22893693,37.07314379,1.23634632,1.6972802,1.13612945
36.0,73.0,54.5,36.02495999999999,72.94408000000001,54.484519999999996,-0.16827872,0.0,17.10329823,45.01015796,37.37806689,1.46568588,2.23827237,1.42107987
36.0,74.0,55.0,36.03800000000001,73.97492,55.00646000000002,-0.1903343,0.0,17.23850116,46.57176201,37.65490156,1.60388725,2.11904032,1.40901345
36.0,75.0,55.5,36.00336000000001,74.91368,55.45851999999999,-0.17591992,0.0,17.08014157,46.3227987,38.07660815,1.30539237,2.62072118,0.99152396
36.0,76.0,56.0,35.94768,75.91936000000001,55.93351999999999,-0.20072393,0.0,17.39102159,48.17639982,38.42576491,1.31682808,2.45123901,1.43757308
36.0,77.0,56.5,36.01636,76.95364,56.48500000000001,-0.19466064,0.0,17.07843737,48.82159329,39.25036125,1.59165805,2.22930841,1.06933918
36.0,78.0,57.0,35.99368,78.00175999999999,56.99772,-0.20054355,0.0,17.26413494,49.65779727,39.65939499,1.62961549,1.87194171,1.21041933
36.0,79.0,57.5,35.96568,79.02064,57.49315999999998,-0.21083992,0.0,17.58807191,50.2392754,39.60473389,1.32510851,2.43687176,1.96935645
36.0,80.0,58.0,35.9734,80.06164000000001,58.01752,-0.22216489,0.0,16.79852861,51.84130943,40.28035103,1.49433222,1.88774235,1.45118128
36.0,81.0,58.5,35.970200000000006,81.02504,58.49762000000001,-0.2244724,0.0,17.73205217,52.81219736,40.89971153,1.3247325,2.33996944,1.43644858
36.0,82.0,59.0,35.975440000000006,81.96224000000001,58.96884,-0.21642219,0.0,16.91853072,52.93756232,41.43807614,1.3224721,2.00803193,1.52565157
36.0,83.0,59.5,35.929399999999994,82.98063999999997,59.455020000000005,-0.21847375,0.0,16.93604325,53.45678352,41.68863663,1.45086869,2.51820279,1.16252064
36.0,84.0,60.0,35.99576000000001,84.02376,60.00976,-0.227649,0.0,17.07542225,54.23298187,41.85766182,1.46046823,2.23259649,1.65029998
36.0,85.0,60.5,35.97455999999999,84.93767999999999,60.45612000000001,-0.22983824,0.0,17.34172974,55.08971286,42.37192219,1.4338164,2.47270245,1.58579998
36.0,86.0,61.0,36.02540000000001,85.93075999999998,60.97807999999999,-0.23404581,0.0,17.36101254,55.94612256,42.78944057,1.27039736,2.38305484,1.10639546
36.0,87.0,61.5,36.022439999999996,87.01636000000002,61.51939999999999,-0.23960009,0.0,17.03008111,57.13745808,43.38057256,1.4209553,2.6155986,1.4803442
36.0,88.0,62.0,36.018,88.07083999999999,62.04442,-0.24385686,0.0,17.42201204,57.99501008,43.80100621,1.2665747,2.43317945,1.33145357
36.0,89.0,62.5,35.982600000000005,89.03288,62.507739999999984,-0.25148331,0.0,17.2846167,59.0713651,44.17538994,1.21111815,2.0677419,1.30875463
36.0,90.0,63.0,35.99259999999999,90.06672000000002,63.029660000000014,-0.24126235,0.0,17.3285515,59.23745011,44.85883404,1.36021006,2.95733671,1.24653657
36.0,91.0,63.5,36.046279999999996,91.01147999999999,63.52888000000001,-0.25288622,0.0,17.46647086,60.38100941,45.06367482,1.25499437,2.43606973,1.56685266
36.0,92.0,64.0,36.01959999999999,91.98468000000003,64.00214000000001,-0.25541501,0.0,17.25948515,61.43422927,45.71128599,1.32969798,2.15938559,1.54811517
36.0,93.0,64.5,36.0432,93.01976000000002,64.53148,-0.26257795,0.0,17.22305217,62.29291972,45.88008443,1.49857326,2.49891475,1.40590814
36.0,94.0,65.0,35.95363999999999,93.95307999999999,64.95335999999999,-0.26225052,0.0,17.37215332,63.08594838,46.48968618,1.03871114,2.40510092,1.24412798
36.0,95.0,65.5,35.99592,94.93751999999999,65.46672000000001,-0.26855271,0.0,17.20220124,63.96160501,46.74156819,1.47293812,2.47872988,1.31410535
36.0,96.0,66.0,35.96703999999998,96.08492,66.02598000000002,-0.26078864,0.0,17.51880811,64.41519132,47.52478749,1.24830055,3.06540414,1.33880553
36.0,97.0,66.5,36.01120000000001,97.02384000000002,66.51751999999999,-0.27318583,0.0,17.09512523,65.75438468,47.74098582,1.65872286,2.47840109,1.41246894
36.0,98.0,67.0,35.91364,97.93632000000001,66.92497999999999,-0.26791591,0.0,17.28064329,66.06547058,48.33164689,1.39668827,2.16603308,1.57964366
36.0,99.0,67.5,35.952999999999996,99.00171999999996,67.47736000000002,-0.27952169,0.0,16.95970193,66.90484379,48.1744536,1.44815151,2.27393537,1.44844955
36.0,100.0,68.0,35.997640000000004,99.96555999999998,67.9816,-0.27962265,0.0,17.50002723,68.28944899,49.15935992,1.56714191,2.65470679,1.87531057
36.0,101.0,68.5,35.949,100.95916000000001,68.45408,-0.28666984,0.0,17.2446547,68.87498829,49.1071126,1.10901512,2.07330603,1.63364294
36.0,102.0,69.0,36.0168,101.93072000000001,68.97376,-0.28101037,0.0,17.41341373,69.50529836,49.93250619,1.33441982,2.49529439,1.38021423
36.0,103.0,69.5,36.01352,102.89583999999999,69.45468,-0.28911704,0.0,17.27737308,70.83926901,50.32740251,1.49863606,2.04445359,1.29262739
36.0,104.0,70.0,36.03732,103.97888000000003,70.00810000000001,-0.2894498,0.0,17.20054317,71.28998502,50.59735271,1.31613972,3.00300686,1.4912658
36.0,105.0,70.5,36.0058,104.97503999999999,70.49042,-0.29863947,0.0,17.46295248,73.28602746,51.38265607,1.24636362,1.72596944,1.55281341
36.0,106.0,71.0,35.97136,105.96308000000003,70.96721999999998,-0.28272047,0.0,17.31351286,71.97138464,51.5734329,1.50094439,2.47226071,1.31766743
36.0,107.0,71.5,36.00032,106.95540000000001,71.47785999999998,-0.29606483,0.0,16.97994042,74.17031167,52.17793866,1.2427415,2.30420813,1.41543575
36.0,108.0,72.0,36.00384000000001,108.03248000000004,72.01816,-0.29667703,0.0,17.369674,74.48729499,52.34672095,0.98539885,2.60383969,1.69678131
36.0,109.0,72.5,36.047920000000005,108.98239999999998,72.51516000000001,-0.30130081,0.0,17.39459832,76.02710557,53.07658496,1.75160871,2.64163205,1.35314963
36.0,110.0,73.0,36.005120000000005,110.05076000000001,73.02794,-0.30072286,0.0,17.77038379,76.21857401,53.26563247,1.13846736,2.82133473,1.64533196
37.0,5.0,21.0,36.94,5.064640000000001,21.00232,-0.40306437,0.0,18.30039614,0.35820407,10.89825271,1.26081741,0.10310005,0.63315552
37.0,6.0,21.5,37.00067999999999,6.012360000000002,21.506519999999995,-0.37038786,0.0,18.10931282,0.52160556,11.37058704,1.4048108,0.11215349,0.78078661
37.0,7.0,22.0,36.976920000000014,7.02552,22.001220000000004,-0.35737136,0.0,18.00138177,0.69573173,11.52473454,1.53618449,0.10384387,0.78926725
