k1,k2,ka,k1_avg,k2_avg,ka_avg,ξ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
5.0,57.0,31.0,5.093039999999999,56.959079999999986,31.026059999999994,-0.43738002,0.0,0.35776864,32.38355277,18.20679104,0.09257698,1.45732968,0.85159268
5.0,58.0,31.5,5.05216,57.94620000000002,31.499180000000003,-0.44463092,0.0,0.34779118,34.06886396,18.90321334,0.08056835,1.59495396,0.88571306
5.0,59.0,32.0,5.0811199999999985,59.00408,32.0426,-0.44213559,0.0,0.34464504,34.70419741,19.35589232,0.10470916,1.68088123,0.97232025
5.0,60.0,32.5,5.084080000000001,60.024440000000006,32.554260000000006,-0.43749078,0.0,0.34403006,34.88152244,19.59177025,0.10598105,2.0745528,0.91900065
5.0,61.0,33.0,5.050560000000001,61.069959999999995,33.06025999999999,-0.44412254,0.0,0.33847263,36.4645949,20.23826905,0.09011523,1.90128732,0.84322838
5.0,62.0,33.5,5.0776,61.97212,33.52486000000001,-0.44609289,0.0,0.37348115,37.58357637,20.79978195,0.09572046,1.79131989,0.82920799
5.0,63.0,34.0,5.072439999999999,62.9862,34.029320000000006,-0.44680509,0.0,0.32046214,37.84258972,20.92241339,0.09229133,1.86942101,1.07104023
5.0,64.0,34.5,5.077999999999999,64.00979999999998,34.5439,-0.44715014,0.0,0.32816986,38.27975021,21.14673755,0.09797301,1.70299036,0.8480196
5.0,65.0,35.0,5.068360000000001,65.08488,35.076620000000005,-0.44707905,0.0,0.33644598,39.01659961,21.55457247,0.09671446,2.34156415,1.16056406
5.0,66.0,35.5,5.069959999999999,66.06555999999999,35.56776,-0.44932178,0.0,0.31153782,39.93837948,21.98552551,0.08426125,1.85722745,1.01615584
5.0,67.0,36.0,5.055519999999999,66.93196,35.993739999999995,-0.45017549,0.0,0.34570979,41.05306666,22.56091558,0.09302583,2.1272422,1.22392045
5.0,68.0,36.5,5.04256,68.05916,36.55086,-0.45252656,0.0,0.31040049,41.65298767,22.79837598,0.08940542,1.79659808,1.05193933
5.0,69.0,37.0,5.087919999999999,68.97104,37.02948000000001,-0.44872605,0.0,0.33279128,42.31404623,23.30020543,0.0763696,2.2961117,1.07472074
5.0,70.0,37.5,5.03568,70.08196,37.55882,-0.45153326,0.0,0.34896348,43.15943077,23.65174288,0.10792843,2.22517284,1.11241631
5.0,71.0,38.0,5.06036,70.94452,38.002439999999986,-0.45361148,0.0,0.35771353,44.21674072,24.147516,0.09616169,2.33792494,1.1986665
5.0,72.0,38.5,5.04464,72.03944000000001,38.54203999999999,-0.45761149,0.0,0.32170802,44.80603605,24.29738627,0.09117277,1.91557552,1.16887399
5.0,73.0,39.0,5.05616,73.00280000000001,39.02948000000001,-0.45395206,0.0,0.3704654,45.69745366,24.93214546,0.10351568,2.00199451,0.82146808
5.0,74.0,39.5,5.078200000000001,73.95707999999998,39.51764,-0.45408309,0.0,0.32546902,46.68301774,25.4727431,0.06779237,1.9439026,0.98003779
5.0,75.0,40.0,5.06468,74.95339999999997,40.00904,-0.45893232,0.0,0.35369198,47.14729137,25.4949248,0.08990545,2.11129018,1.02496191
5.0,76.0,40.5,5.05812,76.075,40.56656,-0.45711508,0.0,0.32362657,48.15952679,26.13354078,0.07146783,2.00398775,1.08111393
5.0,77.0,41.0,5.062079999999998,76.895,40.97853999999998,-0.45900479,0.0,0.34660264,48.98773367,26.49261416,0.09299384,1.93343266,1.01978988
5.0,78.0,41.5,5.05996,77.94659999999998,41.50328000000001,-0.45931015,0.0,0.32834932,49.62157826,26.8125386,0.08485278,2.32537128,1.14524621
5.0,79.0,42.0,5.07764,78.92815999999999,42.00290000000001,-0.46088395,0.0,0.3356284,50.62159514,27.28497343,0.08623167,2.26428439,1.26462752
5.0,80.0,42.5,5.047600000000001,80.02096000000002,42.534279999999995,-0.46358777,0.0,0.31707896,50.93322207,27.31301471,0.07483676,2.39295137,1.27971319
5.0,81.0,43.0,5.061039999999998,81.03020000000001,43.04561999999999,-0.46035617,0.0,0.33964098,52.16816286,28.14098092,0.08998352,1.96611776,1.0229226
5.0,82.0,43.5,5.06864,81.91552,43.492079999999994,-0.45992593,0.0,0.33507514,52.6440167,28.41347308,0.08119763,3.19440636,1.61301571
5.0,83.0,44.0,5.065319999999999,83.03620000000002,44.05076,-0.46058104,0.0,0.33877662,54.45713874,29.36758002,0.08992802,2.06250371,1.10015434
5.0,84.0,44.5,5.056079999999999,84.09688000000001,44.57647999999998,-0.46355196,0.0,0.35479521,54.35943251,29.15079512,0.09471796,2.04923546,1.09848801
5.0,85.0,45.0,5.06884,85.03644,45.05263999999999,-0.46012076,0.0,0.35570535,55.82891885,30.12284448,0.10233114,2.02558755,0.95392572
5.0,86.0,45.5,5.076960000000001,86.02568000000002,45.551320000000004,-0.46676184,0.0,0.37002141,56.47393567,30.10256464,0.090868,2.21290631,1.05394892
5.0,87.0,46.0,5.066840000000001,86.99296000000002,46.029900000000005,-0.46168217,0.0,0.35481448,57.07470675,30.71923853,0.10150064,2.02925075,1.12791129
5.0,88.0,46.5,5.064079999999999,88.00139999999999,46.53273999999998,-0.46270526,0.0,0.35449732,57.37972898,30.82046736,0.093645,2.25603757,1.18438226
5.0,89.0,47.0,5.066840000000001,88.95283999999998,47.009840000000004,-0.46459866,0.0,0.3549672,59.00524276,31.57893088,0.09104768,2.46667494,1.18553999
5.0,90.0,47.5,5.0650400000000015,90.00124000000001,47.533139999999996,-0.46587208,0.0,0.34268971,59.61096048,31.83287301,0.08214378,2.30472539,1.25224285
5.0,91.0,48.0,5.061040000000002,90.98935999999998,48.025200000000005,-0.46414715,0.0,0.34951038,60.54163585,32.43125248,0.085272,2.55587576,1.30893862
5.0,92.0,48.5,5.04896,91.98084,48.5149,-0.46622944,0.0,0.33775271,61.34384284,32.72289107,0.08646419,2.84491326,1.27738685
5.0,93.0,49.0,5.069000000000001,92.98212,49.02556,-0.46422988,0.0,0.35630167,61.89834448,33.15399214,0.08540663,2.25951451,1.17528856
5.0,94.0,49.5,5.065440000000001,93.99112,49.52827999999999,-0.46692505,0.0,0.35220957,63.26998341,33.71779213,0.09031514,2.11458507,1.00309262
5.0,95.0,50.0,5.072279999999999,94.99024,50.031259999999996,-0.46588284,0.0,0.34992811,63.88326412,34.11058947,0.09232776,2.66925742,1.37619601
5.0,96.0,50.5,5.063160000000001,96.08800000000002,50.57557999999998,-0.46570294,0.0,0.34575992,64.32959772,34.35922298,0.08667436,2.38872491,1.26373149
5.0,97.0,51.0,5.098279999999999,96.92555999999999,51.01192,-0.46486159,0.0,0.35681992,65.11933885,34.82452113,0.10096322,3.0867713,1.44184844
5.0,98.0,51.5,5.06536,97.97768000000003,51.52152000000001,-0.46637426,0.0,0.31289122,65.73416804,35.06525057,0.0846913,2.72113707,1.32314057
5.0,99.0,52.0,5.062720000000001,98.98536,52.02404000000001,-0.46978705,0.0,0.32366173,66.94558328,35.49173001,0.07497261,2.7127963,1.52021765
5.0,100.0,52.5,5.071479999999999,100.00532000000001,52.538399999999996,-0.46736854,0.0,0.34730655,67.82993145,36.11727275,0.08293309,2.45776035,1.29462477
5.0,101.0,53.0,5.055000000000001,100.94804000000002,53.00151999999999,-0.46997263,0.0,0.32220262,68.28521262,36.18001708,0.07441793,3.18982192,1.57106069
5.0,102.0,53.5,5.075799999999999,102.02927999999999,53.55253999999999,-0.47314109,0.0,0.34958802,69.31682877,36.51673147,0.09533005,2.53216046,1.41137883
5.0,103.0,54.0,5.07372,103.00736,54.04054000000001,-0.47221941,0.0,0.31381608,70.48358327,37.19489748,0.08735297,2.48836202,1.44616394
5.0,104.0,54.5,5.06124,103.94392000000002,54.502579999999995,-0.46997452,0.0,0.33928681,71.25894664,37.7591084,0.09092919,2.7665611,1.43707163
5.0,105.0,55.0,5.056719999999999,104.97528000000004,55.01600000000001,-0.47320396,0.0,0.34104826,72.26771175,38.06598947,0.08937078,3.34520211,1.76639528
5.0,106.0,55.5,5.05808,105.91572000000001,55.486899999999984,-0.47112957,0.0,0.33221965,72.6471993,38.41339819,0.09471611,2.66581267,1.37679317
5.0,107.0,56.0,5.044319999999999,107.08764,56.06598000000001,-0.47112223,0.0,0.34109611,73.97888507,39.10719689,0.09711637,2.89211428,1.31704282
5.0,108.0,56.5,5.079360000000001,107.96580000000002,56.52257999999998,-0.46879144,0.0,0.34485927,75.38069826,40.03442673,0.09487519,2.4534921,1.1742436
5.0,109.0,57.0,5.093520000000001,108.89028,56.99190000000001,-0.4695171,0.0,0.34711637,75.82501972,40.2199082,0.08999738,2.19826105,1.16807967
5.0,110.0,57.5,5.070999999999999,110.06327999999999,57.56714000000002,-0.47325819,0.0,0.37650254,76.58207204,40.33166688,0.08858418,2.53554761,1.2913758
6.0,5.0,5.5,6.023639999999998,5.080120000000001,5.55188,1.29469042,1.0,0.51098297,0.34253262,1.15353903,0.11878673,0.08893985,0.18491435
6.0,6.0,6.0,6.0007199999999985,6.02988,6.015299999999999,1.3277804,1.0,0.50803686,0.50503768,1.30206519,0.14881463,0.12100919,0.22595591
6.0,7.0,6.5,6.039720000000002,7.00604,6.5228800000000025,1.20934314,1.0,0.56463182,0.68043057,1.54267503,0.10919984,0.12331813,0.22411295
6.0,8.0,7.0,6.005680000000001,7.986199999999999,6.995939999999997,1.0692968,0.98,0.53553622,0.836537,1.67765052,0.09599586,0.17980148,0.34410322
6.0,9.0,7.5,6.045519999999999,9.013279999999998,7.529399999999998,0.93052466,1.0,0.5434587,1.10550373,1.98793407,0.10497034,0.33173157,0.35750762
6.0,10.0,8.0,6.00044,10.023000000000001,8.01172,0.73779552,0.98,0.51688273,1.35733395,2.14800809,0.11708291,0.43140083,0.4177007
6.0,11.0,8.5,6.038080000000003,10.987639999999999,8.51286,0.59184273,0.88,0.50541835,1.80286122,2.52321204,0.1264376,0.60545379,0.35667373
6.0,12.0,9.0,6.039839999999998,12.007840000000002,9.02384,0.31899114,0.86,0.53636875,2.29181624,2.88097198,0.12218616,0.53869918,0.39575627
6.0,13.0,9.5,6.030000000000001,12.995640000000002,9.512820000000003,0.19561235,0.74,0.54371449,2.74540552,3.0400278,0.11736547,0.71012647,0.39282124
6.0,14.0,10.0,6.026199999999999,14.011360000000002,10.01878,0.01958207,0.46,0.51843135,3.31643399,3.25306925,0.12503203,0.78642192,0.57350604
6.0,15.0,10.5,6.02476,15.014079999999996,10.51942,-0.03694469,0.34,0.50399954,3.90234785,3.66259904,0.13636418,0.66453292,0.42539319
6.0,16.0,11.0,6.0196000000000005,15.996759999999997,11.008179999999998,-0.05100969,0.32,0.5131697,4.27416104,3.94139457,0.12525351,0.76843864,0.49702134
6.0,17.0,11.5,6.04408,16.987599999999997,11.51584,-0.12225825,0.18,0.5288928,4.93946382,4.25902512,0.12427979,0.83689385,0.56603681
6.0,18.0,12.0,6.01256,17.993520000000004,12.003039999999999,-0.10815979,0.18,0.52186884,5.30071009,4.62723446,0.12409624,0.83218791,0.56390416
6.0,19.0,12.5,6.015879999999997,18.986040000000003,12.500960000000003,-0.17922358,0.06,0.50515687,6.03837579,4.89126236,0.12901807,0.85329908,0.47688729
6.0,20.0,13.0,6.06148,19.95588,13.008679999999996,-0.20499717,0.04,0.50560033,6.71678068,5.30598157,0.10303052,0.75034911,0.56682363
6.0,21.0,13.5,6.02896,20.983999999999995,13.50648,-0.21693892,0.0,0.53877566,7.20535991,5.58062404,0.11803637,0.8617985,0.44101857
6.0,22.0,14.0,6.018320000000001,22.017519999999994,14.017920000000002,-0.24384563,0.0,0.50324019,8.09509482,6.06526469,0.11718468,0.9308483,0.44363489
6.0,23.0,14.5,6.012239999999999,23.002160000000003,14.507200000000005,-0.25321315,0.02,0.49652898,8.5676394,6.34061144,0.11672392,0.94132183,0.58770087
6.0,24.0,15.0,6.006240000000002,23.938239999999997,14.972240000000005,-0.28875264,0.04,0.49994678,9.54825051,6.71926105,0.10801424,1.02876938,0.57384694
6.0,25.0,15.5,6.022119999999998,24.975440000000003,15.498780000000005,-0.29185043,0.02,0.49893151,9.81382201,6.88477198,0.12184448,1.07444148,0.59799961
6.0,26.0,16.0,6.069079999999998,25.984879999999997,16.026980000000002,-0.30702387,0.02,0.53231621,10.62003507,7.32040661,0.11034672,1.01011864,0.70816776
6.0,27.0,16.5,6.059079999999999,26.979159999999993,16.519119999999997,-0.32509534,0.0,0.53844451,11.11840418,7.47442727,0.12659894,1.11524324,0.70715545
6.0,28.0,17.0,6.021240000000002,27.948159999999987,16.984699999999997,-0.31736709,0.0,0.52653835,11.36204649,7.6986796,0.10968527,1.40311425,0.8537869
6.0,29.0,17.5,6.0186399999999995,29.023439999999997,17.52104,-0.31224566,0.0,0.53828371,12.25822384,8.34896176,0.11465147,1.40386357,0.65805031
6.0,30.0,18.0,6.032160000000001,30.03152,18.031840000000003,-0.32899673,0.0,0.52260008,13.06754033,8.73133733,0.10646988,1.23439229,0.77578283
6.0,31.0,18.5,6.030080000000002,31.0352,18.53264,-0.35193052,0.0,0.53593882,13.99870769,9.05551297,0.1167422,0.81398418,0.57405297
6.0,32.0,19.0,6.0188000000000015,31.976280000000006,18.997539999999994,-0.36011356,0.0,0.49758284,14.37460616,9.1656364,0.10993184,1.29727581,0.75660211
6.0,33.0,19.5,6.03812,33.00176,19.519940000000002,-0.35392856,0.0,0.53417259,15.0851122,9.68782373,0.1134851,1.45956631,0.74874523
6.0,34.0,20.0,6.049479999999999,34.07271999999999,20.0611,-0.37175591,0.0,0.51950414,15.98438177,10.00667262,0.14103675,1.14031269,0.67273217
6.0,35.0,20.5,6.03768,34.98996000000001,20.513820000000006,-0.35893942,0.0,0.53631881,16.28562407,10.36044285,0.12576908,1.72730471,0.75671123
6.0,36.0,21.0,6.043479999999999,35.92432000000001,20.9839,-0.36293108,0.0,0.52027224,17.09206456,10.8338174,0.12786714,1.60020061,0.69905003
6.0,37.0,21.5,6.0201199999999995,37.01059999999999,21.515360000000005,-0.37664027,0.0,0.48725706,17.83201968,11.09275468,0.13023035,1.34268274,0.87732379
6.0,38.0,22.0,6.028999999999999,37.9714,22.000199999999992,-0.38748914,0.0,0.52534994,18.92119376,11.56742641,0.12635711,1.40589401,0.85312684
6.0,39.0,22.5,5.992599999999998,38.986279999999994,22.48944,-0.38986533,0.0,0.5094998,19.40016152,11.80424213,0.12874147,1.99878271,1.14916158
6.0,40.0,23.0,6.028719999999998,39.946999999999996,22.987860000000005,-0.39330355,0.0,0.51096479,20.25886055,12.2627233,0.10352249,1.22217079,0.62400074
6.0,41.0,23.5,6.048520000000002,41.01272000000001,23.53062000000001,-0.39385609,0.0,0.50381926,21.03677639,12.71586226,0.13251091,1.65464036,0.82318311
6.0,42.0,24.0,5.99524,41.980999999999995,23.98812,-0.39033619,0.0,0.52867275,21.76993867,13.2314417,0.12548334,1.5609235,0.71036195
6.0,43.0,24.5,6.026840000000001,43.0238,24.52532000000001,-0.39742736,0.0,0.54148165,22.16080744,13.31877471,0.11652154,1.77097296,0.93001476
6.0,44.0,25.0,6.058959999999998,44.067960000000014,25.063459999999992,-0.3949301,0.0,0.53084542,22.91419003,13.82844718,0.0975064,2.10430554,1.18606559
6.0,45.0,25.5,6.036320000000001,45.05284,25.544579999999986,-0.39635308,0.0,0.5345433,23.76804328,14.31665641,0.13084538,1.50315276,0.74355255
6.0,46.0,26.0,6.0265200000000005,46.09671999999998,26.06162,-0.41341025,0.0,0.54626121,25.07872766,14.70091625,0.11739493,1.2750559,0.7249119
6.0,47.0,26.5,6.00468,46.999320000000004,26.50199999999999,-0.41651152,0.0,0.48786816,25.46640792,14.84912836,0.13964696,1.55100393,0.96018535
6.0,48.0,27.0,6.025639999999999,48.03824,27.03194,-0.40845678,0.0,0.53732251,26.09595584,15.39682983,0.10481053,1.89637352,0.95982132
6.0,49.0,27.5,6.004560000000001,48.92508,27.464819999999996,-0.41541453,0.0,0.52538219,26.5627108,15.49787912,0.12865022,1.8118171,0.94530461
6.0,50.0,28.0,6.02236,49.970200000000006,27.99627999999999,-0.41287494,0.0,0.50615121,27.55191971,16.15205425,0.13806224,1.69098661,0.8472663
6.0,51.0,28.5,6.04124,50.94712,28.494179999999986,-0.41820922,0.0,0.50758361,28.52295395,16.58215374,0.12840463,1.66140623,0.93164704
6.0,52.0,29.0,6.03024,51.9662,28.998220000000007,-0.40837644,0.0,0.52881871,28.64105283,16.90432171,0.11774696,2.19621136,1.0365517
6.0,53.0,29.5,6.025600000000001,53.05767999999999,29.54164000000001,-0.41593703,0.0,0.51384893,29.76696693,17.36539042,0.12489229,1.63930439,0.81775957
6.0,54.0,30.0,6.054280000000001,53.96228000000001,30.008280000000003,-0.42325247,0.0,0.53011919,31.09942643,17.91941514,0.11339678,1.65915107,0.91763493
6.0,55.0,30.5,6.045120000000001,55.03404000000001,30.53958000000001,-0.4268415,0.0,0.52461133,32.0977135,18.37694507,0.11609151,1.40531783,0.72802445
6.0,56.0,31.0,6.0152800000000015,56.008199999999995,31.01174,-0.42815743,0.0,0.51841652,32.46342198,18.55265556,0.12498451,1.37436409,0.81815806
6.0,57.0,31.5,6.031879999999998,56.91540000000003,31.473640000000003,-0.42846202,0.0,0.52624731,32.95672831,18.81683172,0.12357689,1.81331721,0.90259848
6.0,58.0,32.0,6.038720000000001,57.981,32.00986,-0.43219077,0.0,0.50223652,33.65426129,19.09419065,0.13613542,1.7098592,0.97915429
6.0,59.0,32.5,6.040319999999998,58.996800000000015,32.51856,-0.43060018,0.0,0.54775857,34.52684653,19.64795014,0.11120777,1.81246478,0.99723572
6.0,60.0,33.0,6.01664,60.01128,33.01395999999999,-0.43139758,0.0,0.55120597,35.49928295,20.15321836,0.11766152,2.05395344,0.91355804
6.0,61.0,33.5,6.023119999999997,61.0422,33.53265999999999,-0.43353601,0.0,0.52392737,35.94312139,20.34044087,0.11096279,2.07658915,1.06208781
6.0,62.0,34.0,6.047759999999999,61.96532000000001,34.006539999999994,-0.43343796,0.0,0.51343373,37.08541158,20.99540702,0.11491397,1.68847689,0.91000242
6.0,63.0,34.5,6.014120000000002,62.9786,34.496359999999996,-0.43784491,0.0,0.50902242,37.73301846,21.19388412,0.12242767,1.64095455,0.85326915
6.0,64.0,35.0,6.039240000000001,63.920880000000004,34.98006000000001,-0.43588302,0.0,0.52262599,37.81664353,21.31717651,0.10224531,1.80598375,0.93138132
6.0,65.0,35.5,6.04372,65.00792000000004,35.52582000000001,-0.43804913,0.0,0.52073467,39.37608239,22.11412699,0.10961416,1.82179664,0.94951688
6.0,66.0,36.0,6.0318000000000005,66.08127999999999,36.05654,-0.4434869,0.0,0.519406,40.35378754,22.44197541,0.1085051,1.91295417,1.05369538
6.0,67.0,36.5,6.04496,67.00996000000002,36.52745999999999,-0.44235413,0.0,0.52082393,40.85889608,22.7697595,0.11513894,2.14288196,1.12953988
6.0,68.0,37.0,6.01144,68.07776000000001,37.0446,-0.44136969,0.0,0.52862576,41.21135371,23.01144558,0.12086377,2.05676781,1.13377356
6.0,69.0,37.5,6.029759999999999,68.9294,37.47958,-0.44358853,0.0,0.55184564,42.55220176,23.66607836,0.11171346,2.08835027,1.12730811
6.0,70.0,38.0,6.0003600000000015,69.97344000000001,37.9869,-0.4438876,0.0,0.52045737,43.4324632,24.12730256,0.12528648,2.19084757,0.94248537
